time,label,IBI,HR
1674892277.054046,R,2108,28.5
1674892279.162046,R,572,104.9
1674892279.734046,N,568,105.6
1674892280.302046,N,564,106.4
1674892280.866046,N,564,106.4
1674892281.430046,N,564,106.4
1674892281.994046,N,556,107.9
1674892282.550046,N,564,106.4
1674892283.114046,N,556,107.9
1674892283.670046,N,556,107.9
1674892284.226046,N,552,108.7
1674892284.7780461,N,552,108.7
1674892285.330046,N,556,107.9
1674892285.886046,N,556,107.9
1674892286.442046,N,564,106.4
1674892287.006046,N,560,107.1
1674892287.566046,N,564,106.4
1674892288.1300461,N,576,104.2
1674892288.706046,N,584,102.7
1674892289.290046,N,584,102.7
1674892289.874046,N,592,101.4
1674892290.466046,N,584,102.7
1674892291.050046,N,580,103.4
1674892291.6300461,N,576,104.2
1674892292.206046,N,576,104.2
1674892292.782046,N,568,105.6
1674892293.350046,N,556,107.9
1674892293.906046,N,560,107.1
1674892294.466046,N,552,108.7
1674892295.0180461,N,552,108.7
1674892295.570046,N,552,108.7
1674892296.122046,N,548,109.5
1674892296.670046,N,548,109.5
1674892297.218046,N,548,109.5
1674892297.766046,N,552,108.7
1674892298.318046,N,552,108.7
1674892298.8700461,N,552,108.7
1674892299.422046,N,548,109.5
1674892299.970046,N,644,93.2
1674892300.614046,R,444,135.1
1674892301.058046,R,540,111.1
1674892301.598046,N,540,111.1
1674892302.138046,N,540,111.1
1674892302.678046,N,532,112.8
1674892303.210046,N,536,111.9
1674892303.746046,N,532,112.8
1674892304.2780461,N,532,112.8
1674892304.810046,N,532,112.8
1674892305.342046,N,536,111.9
1674892305.878046,N,540,111.1
1674892306.418046,N,528,113.6
1674892306.946046,N,532,112.8
1674892307.478046,N,536,111.9
1674892308.014046,N,532,112.8
1674892308.546046,N,536,111.9
1674892309.082046,N,532,112.8
1674892309.614046,N,536,111.9
1674892310.150046,N,532,112.8
1674892310.682046,N,532,112.8
1674892311.214046,N,536,111.9
1674892311.750046,N,540,111.1
1674892312.290046,N,548,109.5
1674892312.838046,N,560,107.1
1674892313.398046,N,560,107.1
1674892313.958046,N,572,104.9
1674892314.530046,N,580,103.4
1674892315.110046,N,580,103.4
1674892315.690046,N,576,104.2
1674892316.266046,N,576,104.2
1674892316.842046,N,572,104.9
1674892317.414046,N,564,106.4
1674892317.978046,N,564,106.4
1674892318.542046,N,560,107.1
1674892319.102046,N,556,107.9
1674892319.658046,N,556,107.9
1674892320.214046,N,560,107.1
1674892320.774046,N,556,107.9
1674892321.330046,N,556,107.9
1674892321.886046,N,552,108.7
1674892322.438046,N,556,107.9
1674892322.994046,N,552,108.7
1674892323.546046,N,556,107.9
1674892324.102046,N,552,108.7
1674892324.654046,N,548,109.5
1674892325.202046,N,556,107.9
1674892325.758046,N,552,108.7
1674892326.310046,N,548,109.5
1674892326.858046,R,788,76.1
1674892327.646046,R,300,200
1674892327.946046,R,600,100
1674892328.546046,R,160,375
1674892328.706046,R,660,90.9
1674892329.366046,R,756,79.4
1674892330.122046,R,592,101.4
1674892330.714046,N,504,119
1674892331.218046,N,552,108.7
1674892331.770046,N,548,109.5
1674892332.318046,N,552,108.7
1674892332.8700461,N,548,109.5
1674892333.418046,N,548,109.5
1674892333.966046,N,548,109.5
1674892334.514046,N,548,109.5
1674892335.062046,N,548,109.5
1674892335.610046,N,548,109.5
1674892336.158046,N,548,109.5
1674892336.706046,N,544,110.3
1674892337.250046,N,540,111.1
1674892337.790046,N,536,111.9
1674892338.326046,N,540,111.1
1674892338.866046,N,536,111.9
1674892339.402046,N,532,112.8
1674892339.934046,N,528,113.6
1674892340.4620461,N,528,113.6
1674892340.990046,N,532,112.8
1674892341.522046,N,532,112.8
1674892342.054046,N,536,111.9
1674892342.590046,N,532,112.8
1674892343.122046,R,436,137.6
1674892343.558046,R,636,94.3
1674892344.194046,R,596,100.7
1674892344.790046,N,476,126.1
1674892345.266046,N,548,109.5
1674892345.8140461,N,564,106.4
1674892346.378046,N,580,103.4
1674892346.958046,N,588,102
1674892347.546046,N,592,101.4
1674892348.138046,N,600,100
1674892348.738046,N,600,100
1674892349.338046,N,588,102
1674892349.9260461,N,580,103.4
1674892350.506046,N,572,104.9
1674892351.078046,N,568,105.6
1674892351.646046,N,568,105.6
1674892352.214046,N,560,107.1
1674892352.774046,N,556,107.9
1674892353.330046,N,552,108.7
1674892353.882046,N,548,109.5
1674892354.430046,N,556,107.9
1674892354.986046,R,428,140.2
1674892355.414046,R,784,76.5
1674892356.198046,R,460,130.4
1674892356.658046,R,564,106.4
1674892357.2220461,N,564,106.4
1674892357.786046,R,392,153.1
1674892358.178046,R,172,348.8
1674892358.350046,R,560,107.1
1674892358.910046,N,564,106.4
1674892359.474046,N,560,107.1
1674892360.034046,N,560,107.1
1674892360.594046,N,556,107.9
1674892361.150046,N,556,107.9
1674892361.706046,N,552,108.7
1674892362.258046,N,548,109.5
1674892362.806046,N,544,110.3
1674892363.350046,N,556,107.9
1674892363.906046,N,540,111.1
1674892364.446046,N,532,112.8
1674892364.978046,R,540,111.1
1674892365.5180461,N,536,111.9
1674892366.054046,N,536,111.9
1674892366.590046,N,536,111.9
1674892367.126046,N,536,111.9
1674892367.662046,N,528,113.6
1674892368.190046,N,532,112.8
1674892368.7220461,R,576,104.2
1674892369.298046,R,500,120
1674892369.798046,N,540,111.1
1674892370.338046,N,544,110.3
1674892370.882046,N,552,108.7
1674892371.434046,N,552,108.7
1674892371.986046,N,560,107.1
1674892372.546046,N,548,109.5
1674892373.094046,N,556,107.9
1674892373.650046,N,564,106.4
1674892374.214046,N,560,107.1
1674892374.774046,N,560,107.1
1674892375.3340461,N,556,107.9
1674892375.8900461,N,556,107.9
1674892376.446046,N,552,108.7
1674892376.998046,N,548,109.5
1674892377.546046,N,544,110.3
1674892378.090046,N,548,109.5
1674892378.638046,N,544,110.3
1674892379.182046,N,548,109.5
1674892379.730046,N,548,109.5
1674892380.2780461,N,552,108.7
1674892380.830046,N,556,107.9
1674892381.386046,N,560,107.1
1674892381.946046,N,556,107.9
1674892382.502046,N,560,107.1
1674892383.062046,N,560,107.1
1674892383.622046,N,560,107.1
1674892384.182046,N,556,107.9
1674892384.738046,N,556,107.9
1674892385.294046,N,556,107.9
1674892385.850046,N,560,107.1
1674892386.410046,N,560,107.1
1674892386.970046,N,556,107.9
1674892387.526046,N,552,108.7
1674892388.078046,N,552,108.7
1674892388.6300461,N,548,109.5
1674892389.178046,R,556,107.9
1674892389.734046,R,540,111.1
1674892390.274046,R,176,340.9
1674892390.450046,R,372,161.3
1674892390.822046,N,544,110.3
1674892391.366046,N,548,109.5
1674892391.914046,N,552,108.7
1674892392.466046,N,552,108.7
1674892393.0180461,N,556,107.9
1674892393.5740461,N,556,107.9
1674892394.1300461,N,556,107.9
1674892394.6860461,N,564,106.4
1674892395.250046,N,564,106.4
1674892395.8140461,N,556,107.9
1674892396.3700461,N,560,107.1
1674892396.930046,N,556,107.9
1674892397.486046,N,560,107.1
1674892398.046046,N,564,106.4
1674892398.610046,N,564,106.4
1674892399.174046,N,572,104.9
1674892399.746046,N,564,106.4
1674892400.310046,N,564,106.4
1674892400.874046,N,564,106.4
1674892401.438046,N,564,106.4
1674892402.002046,N,564,106.4
1674892402.566046,N,568,105.6
1674892403.134046,N,560,107.1
1674892403.694046,N,560,107.1
1674892404.254046,N,560,107.1
1674892404.8140461,N,564,106.4
1674892405.378046,N,564,106.4
1674892405.942046,N,560,107.1
1674892406.502046,N,564,106.4
1674892407.066046,N,560,107.1
1674892407.626046,N,556,107.9
1674892408.182046,N,552,108.7
1674892408.734046,N,552,108.7
1674892409.286046,N,544,110.3
1674892409.830046,N,544,110.3
1674892410.374046,N,540,111.1
1674892410.914046,N,540,111.1
1674892411.454046,N,544,110.3
1674892411.998046,N,548,109.5
1674892412.546046,N,544,110.3
1674892413.090046,N,544,110.3
1674892413.634046,N,548,109.5
1674892414.182046,R,336,178.6
1674892414.5180461,R,216,277.8
1674892414.734046,N,548,109.5
1674892415.282046,N,548,109.5
1674892415.830046,N,552,108.7
1674892416.382046,N,544,110.3
1674892416.9260461,N,540,111.1
1674892417.466046,N,544,110.3
1674892418.010046,N,536,111.9
1674892418.546046,R,432,138.9
1674892418.978046,R,104,576.9
1674892419.082046,R,536,111.9
1674892419.618046,N,536,111.9
1674892420.154046,N,532,112.8
1674892420.6860461,N,528,113.6
1674892421.214046,N,528,113.6
1674892421.742046,N,524,114.5
1674892422.266046,N,528,113.6
1674892422.794046,N,528,113.6
1674892423.322046,N,528,113.6
1674892423.850046,N,540,111.1
1674892424.3900461,N,536,111.9
1674892424.9260461,N,548,109.5
1674892425.474046,N,552,108.7
1674892426.026046,N,556,107.9
1674892426.582046,N,568,105.6
1674892427.150046,N,580,103.4
1674892427.730046,N,584,102.7
1674892428.3140461,N,580,103.4
1674892428.894046,N,580,103.4
1674892429.474046,N,572,104.9
1674892430.046046,N,576,104.2
1674892430.622046,N,580,103.4
1674892431.202046,N,584,102.7
1674892431.786046,N,580,103.4
1674892432.366046,N,576,104.2
1674892432.942046,N,572,104.9
1674892433.514046,N,572,104.9
1674892434.086046,N,568,105.6
1674892434.654046,N,568,105.6
1674892435.2220461,N,560,107.1
1674892435.782046,N,556,107.9
1674892436.338046,N,552,108.7
1674892436.8900461,N,552,108.7
1674892437.442046,N,556,107.9
1674892437.998046,N,564,106.4
1674892438.562046,N,572,104.9
1674892439.134046,N,600,100
1674892439.734046,N,612,98
1674892440.346046,N,612,98
1674892440.958046,N,604,99.3
1674892441.562046,N,596,100.7
1674892442.158046,N,592,101.4
1674892442.750046,N,584,102.7
1674892443.3340461,N,580,103.4
1674892443.914046,N,576,104.2
1674892444.490046,N,580,103.4
1674892445.070046,N,588,102
1674892445.658046,N,576,104.2
1674892446.234046,N,576,104.2
1674892446.810046,N,576,104.2
1674892447.386046,R,476,126.1
1674892447.862046,R,648,92.6
1674892448.510046,R,600,100
1674892449.110046,N,572,104.9
1674892449.682046,N,572,104.9
1674892450.254046,N,568,105.6
1674892450.822046,N,572,104.9
1674892451.394046,N,564,106.4
1674892451.958046,N,572,104.9
1674892452.530046,N,576,104.2
1674892453.106046,N,580,103.4
1674892453.6860461,N,568,105.6
1674892454.254046,N,568,105.6
1674892454.822046,R,236,254.2
1674892455.058046,R,328,182.9
1674892455.386046,R,560,107.1
1674892455.946046,R,788,76.1
1674892456.734046,N,412,145.6
1674892457.146046,R,472,127.1
1674892457.618046,R,568,105.6
1674892458.1860461,R,444,135.1
1674892458.6300461,R,688,87.2
1674892459.318046,N,580,103.4
1674892459.898046,N,580,103.4
1674892460.478046,N,584,102.7
1674892461.062046,N,580,103.4
1674892461.642046,N,580,103.4
1674892462.2220461,N,576,104.2
1674892462.798046,N,580,103.4
1674892463.378046,N,576,104.2
1674892463.954046,N,580,103.4
1674892464.534046,N,584,102.7
1674892465.118046,N,576,104.2
1674892465.694046,N,576,104.2
1674892466.270046,N,576,104.2
1674892466.846046,N,572,104.9
1674892467.418046,N,572,104.9
1674892467.990046,N,568,105.6
1674892468.558046,N,572,104.9
1674892469.1300461,N,576,104.2
1674892469.706046,N,580,103.4
1674892470.286046,N,588,102
1674892470.874046,N,604,99.3
1674892471.478046,N,620,96.8
1674892472.098046,N,620,96.8
1674892472.718046,N,612,98
1674892473.330046,N,612,98
1674892473.942046,N,616,97.4
1674892474.558046,N,612,98
1674892475.170046,N,608,98.7
1674892475.7780461,N,608,98.7
1674892476.386046,N,604,99.3
1674892476.990046,N,604,99.3
1674892477.594046,N,604,99.3
1674892478.198046,N,604,99.3
1674892478.802046,N,604,99.3
1674892479.406046,N,604,99.3
1674892480.010046,N,612,98
1674892480.622046,R,172,348.8
1674892480.794046,R,560,107.1
1674892481.354046,R,500,120
1674892481.854046,R,608,98.7
1674892482.4620461,N,608,98.7
1674892483.070046,N,600,100
1674892483.670046,N,596,100.7
1674892484.266046,N,592,101.4
1674892484.858046,N,592,101.4
1674892485.450046,N,592,101.4
1674892486.042046,N,600,100
1674892486.642046,N,608,98.7
1674892487.250046,N,612,98
1674892487.862046,N,616,97.4
1674892488.478046,N,616,97.4
1674892489.094046,N,612,98
1674892489.706046,N,612,98
1674892490.318046,N,604,99.3
1674892490.922046,N,596,100.7
1674892491.5180461,N,600,100
1674892492.118046,N,608,98.7
1674892492.726046,N,616,97.4
1674892493.342046,N,620,96.8
1674892493.9620461,N,624,96.2
1674892494.586046,N,636,94.3
1674892495.2220461,N,632,94.9
1674892495.854046,N,624,96.2
1674892496.478046,N,620,96.8
1674892497.098046,N,608,98.7
1674892497.706046,N,608,98.7
1674892498.3140461,N,600,100
1674892498.914046,N,600,100
1674892499.514046,N,604,99.3
1674892500.118046,N,616,97.4
1674892500.734046,N,620,96.8
1674892501.354046,N,620,96.8
1674892501.974046,N,628,95.5
1674892502.602046,N,640,93.7
1674892503.242046,N,644,93.2
1674892503.886046,N,648,92.6
1674892504.534046,N,644,93.2
1674892505.178046,N,632,94.9
1674892505.810046,N,624,96.2
1674892506.434046,N,608,98.7
1674892507.042046,N,604,99.3
1674892507.646046,N,596,100.7
1674892508.242046,N,584,102.7
1674892508.826046,N,584,102.7
1674892509.410046,N,576,104.2
1674892509.986046,N,576,104.2
1674892510.562046,N,580,103.4
1674892511.142046,N,584,102.7
1674892511.726046,N,588,102
1674892512.3140461,N,600,100
1674892512.914046,N,608,98.7
1674892513.522046,N,612,98
1674892514.134046,N,616,97.4
1674892514.750046,N,624,96.2
1674892515.374046,R,212,283
1674892515.586046,R,408,147.1
1674892515.994046,R,620,96.8
1674892516.614046,N,608,98.7
1674892517.2220461,R,368,163
1674892517.590046,R,236,254.2
1674892517.826046,R,604,99.3
1674892518.430046,N,596,100.7
1674892519.026046,N,592,101.4
1674892519.618046,N,588,102
1674892520.206046,N,584,102.7
1674892520.790046,N,584,102.7
1674892521.374046,N,588,102
1674892521.9620461,N,596,100.7
1674892522.558046,N,596,100.7
1674892523.154046,N,596,100.7
1674892523.750046,N,600,100
1674892524.350046,N,600,100
1674892524.950046,N,596,100.7
1674892525.546046,N,596,100.7
1674892526.142046,N,588,102
1674892526.730046,N,592,101.4
1674892527.322046,N,584,102.7
1674892527.906046,N,592,101.4
1674892528.498046,N,592,101.4
1674892529.090046,N,596,100.7
1674892529.6860461,N,596,100.7
1674892530.282046,N,596,100.7
1674892530.878046,N,600,100
1674892531.478046,N,608,98.7
1674892532.086046,N,608,98.7
1674892532.694046,N,616,97.4
1674892533.310046,N,612,98
1674892533.922046,N,620,96.8
1674892534.542046,N,624,96.2
1674892535.1660461,N,624,96.2
1674892535.790046,N,624,96.2
1674892536.414046,N,628,95.5
1674892537.042046,N,620,96.8
1674892537.662046,N,612,98
1674892538.274046,N,604,99.3
1674892538.878046,N,600,100
1674892539.478046,N,596,100.7
1674892540.0740461,N,596,100.7
1674892540.670046,N,588,102
1674892541.258046,N,588,102
1674892541.846046,N,584,102.7
1674892542.430046,N,576,104.2
1674892543.006046,N,572,104.9
1674892543.578046,N,572,104.9
1674892544.150046,N,576,104.2
1674892544.726046,N,572,104.9
1674892545.298046,N,572,104.9
1674892545.8700461,N,580,103.4
1674892546.450046,N,584,102.7
1674892547.034046,N,588,102
1674892547.622046,N,592,101.4
1674892548.214046,N,596,100.7
1674892548.810046,N,600,100
1674892549.410046,N,600,100
1674892550.010046,N,596,100.7
1674892550.606046,N,600,100
1674892551.206046,N,592,101.4
1674892551.798046,N,588,102
1674892552.386046,N,588,102
1674892552.974046,N,584,102.7
1674892553.558046,N,580,103.4
1674892554.138046,N,576,104.2
1674892554.714046,N,572,104.9
1674892555.286046,N,576,104.2
1674892555.862046,N,568,105.6
1674892556.430046,N,568,105.6
1674892556.998046,N,568,105.6
1674892557.566046,N,576,104.2
1674892558.142046,N,576,104.2
1674892558.718046,N,576,104.2
1674892559.294046,N,584,102.7
1674892559.878046,N,604,99.3
1674892560.4820461,N,604,99.3
1674892561.086046,N,600,100
1674892561.6860461,N,600,100
1674892562.286046,N,600,100
1674892562.886046,N,600,100
1674892563.486046,N,592,101.4
1674892564.078046,N,588,102
1674892564.6660461,N,580,103.4
1674892565.246046,N,580,103.4
1674892565.826046,N,584,102.7
1674892566.410046,N,588,102
1674892566.998046,N,592,101.4
1674892567.590046,N,592,101.4
1674892568.182046,N,596,100.7
1674892568.7780461,R,348,172.4
1674892569.126046,R,248,241.9
1674892569.374046,N,600,100
1674892569.974046,N,600,100
1674892570.5740461,N,592,101.4
1674892571.1660461,N,588,102
1674892571.754046,R,828,72.5
1674892572.582046,R,352,170.5
1674892572.934046,R,584,102.7
1674892573.5180461,N,588,102
1674892574.106046,N,596,100.7
1674892574.702046,N,604,99.3
1674892575.306046,N,604,99.3
1674892575.910046,R,436,137.6
1674892576.346046,R,760,78.9
1674892577.106046,R,592,101.4
1674892577.698046,N,588,102
1674892578.286046,N,592,101.4
1674892578.878046,N,600,100
1674892579.478046,N,616,97.4
1674892580.094046,N,624,96.2
1674892580.718046,N,624,96.2
1674892581.342046,N,612,98
1674892581.954046,N,608,98.7
1674892582.562046,N,608,98.7
1674892583.170046,N,600,100
1674892583.770046,N,596,100.7
1674892584.366046,N,592,101.4
1674892584.958046,N,588,102
1674892585.546046,N,592,101.4
1674892586.138046,N,584,102.7
1674892586.7220461,N,584,102.7
1674892587.306046,N,588,102
1674892587.894046,N,592,101.4
1674892588.486046,N,604,99.3
1674892589.090046,N,604,99.3
1674892589.694046,N,600,100
1674892590.294046,N,600,100
1674892590.894046,N,608,98.7
1674892591.502046,N,612,98
1674892592.114046,N,620,96.8
1674892592.734046,N,620,96.8
1674892593.354046,N,616,97.4
1674892593.970046,N,604,99.3
1674892594.5740461,N,596,100.7
1674892595.170046,N,596,100.7
1674892595.766046,N,600,100
1674892596.366046,N,596,100.7
1674892596.9620461,N,596,100.7
1674892597.558046,N,592,101.4
1674892598.150046,N,584,102.7
1674892598.734046,N,576,104.2
1674892599.310046,N,580,103.4
1674892599.8900461,N,580,103.4
1674892600.470046,N,584,102.7
1674892601.054046,N,592,101.4
1674892601.646046,N,600,100
1674892602.246046,N,604,99.3
1674892602.850046,N,612,98
1674892603.4620461,N,612,98
1674892604.0740461,N,608,98.7
1674892604.682046,N,600,100
1674892605.282046,N,592,101.4
1674892605.874046,N,588,102
1674892606.4620461,N,592,101.4
1674892607.054046,N,588,102
1674892607.642046,N,588,102
1674892608.230046,N,596,100.7
1674892608.826046,N,604,99.3
1674892609.430046,N,608,98.7
1674892610.0380461,N,616,97.4
1674892610.654046,N,620,96.8
1674892611.274046,N,608,98.7
1674892611.882046,N,596,100.7
1674892612.478046,N,592,101.4
1674892613.070046,N,584,102.7
1674892613.654046,N,588,102
1674892614.242046,N,592,101.4
1674892614.8340461,N,588,102
1674892615.422046,N,592,101.4
1674892616.014046,N,608,98.7
1674892616.622046,N,604,99.3
1674892617.226046,N,612,98
1674892617.838046,N,616,97.4
1674892618.454046,N,628,95.5
1674892619.082046,N,632,94.9
1674892619.714046,N,628,95.5
1674892620.342046,N,628,95.5
1674892620.970046,N,640,93.8
1674892621.610046,N,648,92.6
1674892622.258046,N,640,93.7
1674892622.898046,N,628,95.5
1674892623.526046,N,620,96.8
1674892624.146046,N,616,97.4
1674892624.762046,N,612,98
1674892625.374046,N,612,98
1674892625.986046,N,596,100.7
1674892626.582046,N,596,100.7
1674892627.178046,N,584,102.7
1674892627.762046,N,584,102.7
1674892628.346046,N,576,104.2
1674892628.922046,N,572,104.9
1674892629.494046,R,456,131.6
1674892629.950046,R,536,111.9
1674892630.486046,R,712,84.3
1674892631.198046,N,556,107.9
1674892631.754046,N,552,108.7
1674892632.306046,N,552,108.7
1674892632.858046,N,552,108.7
1674892633.410046,N,552,108.7
1674892633.9620461,N,556,107.9
1674892634.5180461,N,552,108.7
1674892635.070046,N,548,109.5
1674892635.618046,N,544,110.3
1674892636.162046,N,544,110.3
1674892636.706046,N,544,110.3
1674892637.250046,N,544,110.3
1674892637.794046,N,548,109.5
1674892638.342046,N,548,109.5
1674892638.8900461,N,552,108.7
1674892639.442046,N,556,107.9
1674892639.998046,N,564,106.4
1674892640.562046,N,572,104.9
1674892641.134046,N,588,102
1674892641.7220461,N,604,99.3
1674892642.326046,N,608,98.7
1674892642.934046,N,616,97.4
1674892643.550046,N,608,98.7
1674892644.158046,N,604,99.3
1674892644.762046,N,596,100.7
1674892645.358046,N,596,100.7
1674892645.954046,N,584,102.7
1674892646.5380461,N,580,103.4
1674892647.118046,N,572,104.9
1674892647.690046,N,568,105.6
1674892648.258046,R,532,112.8
1674892648.790046,R,584,102.7
1674892649.374046,R,552,108.7
1674892649.9260461,R,200,300
1674892650.126046,R,352,170.5
1674892650.478046,R,544,110.3
1674892651.022046,N,544,110.3
1674892651.566046,N,540,111.1
1674892652.106046,N,540,111.1
1674892652.646046,N,540,111.1
1674892653.1860461,N,540,111.1
1674892653.726046,N,536,111.9
1674892654.262046,N,544,110.3
1674892654.806046,N,508,118.1
1674892655.3140461,R,592,101.4
1674892655.906046,R,556,107.9
1674892656.4620461,N,560,107.1
1674892657.022046,N,552,108.7
1674892657.5740461,N,552,108.7
1674892658.126046,N,548,109.5
1674892658.674046,N,552,108.7
1674892659.226046,N,548,109.5
1674892659.774046,N,548,109.5
1674892660.322046,N,552,108.7
1674892660.874046,N,544,110.3
1674892661.418046,N,544,110.3
1674892661.9620461,N,544,110.3
1674892662.506046,N,544,110.3
1674892663.050046,N,544,110.3
1674892663.594046,N,532,112.8
1674892664.126046,R,564,106.4
1674892664.690046,N,544,110.3
1674892665.234046,N,544,110.3
1674892665.7780461,N,540,111.1
1674892666.318046,N,536,111.9
1674892666.854046,N,540,111.1
1674892667.394046,N,540,111.1
1674892667.934046,N,544,110.3
1674892668.478046,N,548,109.5
1674892669.026046,N,548,109.5
1674892669.5740461,N,548,109.5
1674892670.122046,N,552,108.7
1674892670.674046,N,552,108.7
1674892671.226046,N,552,108.7
1674892671.7780461,N,556,107.9
1674892672.3340461,N,556,107.9
1674892672.8900461,N,560,107.1
1674892673.450046,N,560,107.1
1674892674.010046,N,560,107.1
1674892674.570046,N,556,107.9
1674892675.126046,N,556,107.9
1674892675.682046,N,552,108.7
1674892676.234046,N,552,108.7
1674892676.786046,N,548,109.5
1674892677.3340461,N,540,111.1
1674892677.874046,N,540,111.1
1674892678.414046,N,544,110.3
1674892678.958046,N,536,111.9
1674892679.494046,N,544,110.3
1674892680.0380461,N,540,111.1
1674892680.578046,R,584,102.7
1674892681.162046,N,496,121
1674892681.658046,R,536,111.9
1674892682.194046,N,536,111.9
1674892682.730046,N,536,111.9
1674892683.266046,N,540,111.1
1674892683.806046,N,544,110.3
1674892684.350046,N,544,110.3
1674892684.894046,N,540,111.1
1674892685.434046,N,544,110.3
1674892685.978046,N,540,111.1
1674892686.5180461,N,548,109.5
1674892687.066046,N,548,109.5
1674892687.614046,N,548,109.5
1674892688.162046,N,544,110.3
1674892688.706046,N,552,108.7
1674892689.258046,N,548,109.5
1674892689.806046,N,556,107.9
1674892690.362046,N,556,107.9
1674892690.918046,N,552,108.7
1674892691.470046,N,556,107.9
1674892692.026046,N,552,108.7
1674892692.578046,N,552,108.7
1674892693.1300461,N,548,109.5
1674892693.678046,N,552,108.7
1674892694.230046,N,560,107.1
1674892694.790046,N,564,106.4
1674892695.354046,N,564,106.4
1674892695.918046,N,572,104.9
1674892696.490046,N,564,106.4
1674892697.054046,N,568,105.6
1674892697.622046,N,564,106.4
1674892698.1860461,N,564,106.4
1674892698.750046,N,564,106.4
1674892699.3140461,N,560,107.1
1674892699.874046,N,564,106.4
1674892700.438046,N,564,106.4
1674892701.002046,N,564,106.4
1674892701.566046,N,568,105.6
1674892702.134046,N,564,106.4
1674892702.698046,N,572,104.9
1674892703.270046,N,572,104.9
1674892703.842046,N,436,137.6
1674892704.2780461,R,140,428.6
1674892704.418046,R,580,103.4
1674892704.998046,N,572,104.9
1674892705.570046,N,576,104.2
1674892706.146046,R,264,227.3
1674892706.410046,N,304,197.4
1674892706.714046,R,560,107.1
1674892707.274046,N,564,106.4
1674892707.838046,R,328,182.9
1674892708.1660461,R,228,263.2
1674892708.394046,R,548,109.5
1674892708.942046,N,544,110.3
1674892709.486046,N,540,111.1
1674892710.026046,N,540,111.1
1674892710.566046,N,540,111.1
1674892711.106046,N,532,112.8
1674892711.638046,N,592,101.4
1674892712.230046,R,672,89.3
1674892712.902046,N,316,189.9
1674892713.218046,R,528,113.6
1674892713.746046,N,524,114.5
1674892714.270046,N,520,115.4
1674892714.790046,N,520,115.4
1674892715.310046,R,524,114.5
1674892715.8340461,R,884,67.9
1674892716.718046,R,2336,25.7
1674892719.054046,R,556,107.9
1674892719.610046,R,552,108.7
1674892720.162046,N,552,108.7
1674892720.714046,N,556,107.9
1674892721.270046,N,548,109.5
1674892721.818046,N,548,109.5
1674892722.366046,N,548,109.5
1674892722.914046,N,540,111.1
1674892723.454046,N,544,110.3
1674892723.998046,R,248,241.9
1674892724.246046,R,300,200
1674892724.546046,N,540,111.1
1674892725.086046,N,544,110.3
1674892725.6300461,R,376,159.6
1674892726.006046,R,708,84.7
1674892726.714046,N,540,111.1
1674892727.254046,N,540,111.1
1674892727.794046,N,540,111.1
1674892728.3340461,N,536,111.9
1674892728.8700461,N,532,112.8
1674892729.402046,N,536,111.9
1674892729.938046,N,540,111.1
1674892730.478046,N,536,111.9
1674892731.014046,N,532,112.8
1674892731.546046,N,540,111.1
1674892732.086046,N,544,110.3
1674892732.6300461,N,544,110.3
1674892733.174046,N,544,110.3
1674892733.718046,N,544,110.3
1674892734.262046,N,540,111.1
1674892734.802046,N,540,111.1
1674892735.342046,N,540,111.1
1674892735.882046,N,536,111.9
1674892736.418046,N,540,111.1
1674892736.958046,N,544,110.3
1674892737.502046,N,540,111.1
1674892738.042046,N,536,111.9
1674892738.578046,N,536,111.9
1674892739.114046,N,536,111.9
1674892739.650046,N,544,110.3
1674892740.194046,N,536,111.9
1674892740.730046,N,532,112.8
1674892741.262046,N,536,111.9
1674892741.798046,N,536,111.9
1674892742.3340461,N,536,111.9
1674892742.8700461,N,536,111.9
1674892743.406046,N,536,111.9
1674892743.942046,N,536,111.9
1674892744.478046,N,540,111.1
1674892745.0180461,N,548,109.5
1674892745.566046,N,548,109.5
1674892746.114046,N,548,109.5
1674892746.662046,N,552,108.7
1674892747.214046,N,556,107.9
1674892747.770046,N,560,107.1
1674892748.330046,N,556,107.9
1674892748.886046,N,560,107.1
1674892749.446046,N,556,107.9
1674892750.002046,N,556,107.9
1674892750.558046,N,552,108.7
1674892751.110046,N,560,107.1
1674892751.670046,N,552,108.7
1674892752.2220461,N,556,107.9
1674892752.7780461,N,548,109.5
1674892753.326046,N,556,107.9
1674892753.882046,N,552,108.7
1674892754.434046,N,552,108.7
1674892754.986046,N,552,108.7
1674892755.5380461,N,552,108.7
1674892756.090046,N,548,109.5
1674892756.638046,N,548,109.5
1674892757.1860461,N,544,110.3
1674892757.730046,N,548,109.5
1674892758.2780461,N,548,109.5
1674892758.826046,N,548,109.5
1674892759.374046,N,544,110.3
1674892759.918046,N,548,109.5
1674892760.466046,N,548,109.5
1674892761.014046,N,548,109.5
1674892761.562046,N,548,109.5
1674892762.110046,N,548,109.5
1674892762.658046,N,548,109.5
1674892763.206046,N,544,110.3
1674892763.750046,N,544,110.3
1674892764.294046,N,536,111.9
1674892764.830046,N,536,111.9
1674892765.366046,N,536,111.9
1674892765.902046,N,540,111.1
1674892766.442046,N,536,111.9
1674892766.978046,N,532,112.8
1674892767.510046,N,532,112.8
1674892768.042046,N,536,111.9
1674892768.578046,N,540,111.1
1674892769.118046,N,544,110.3
1674892769.662046,N,548,109.5
1674892770.210046,N,556,107.9
1674892770.766046,N,564,106.4
1674892771.330046,N,572,104.9
